name,seasonal_av,year,player_id,college,position,height,weight,hand_size,arm_length,wonderlic,dash,bench,vert_leap,broad_jump,shuttle,cone,long_shuttle
Doug Martin,7,2012,3783,Boise State,RB,69,223,9,30.5,0,4.46,28,36,120,4.16,6.79,11.29
Jonathan Martin,5,2012,3921,Stanford,OT,77,312,9.88,34,0,5.35,0,0,0,0,0,0
Keshawn Martin,1.4,2012,3782,Michigan State,WR,73,188,9.25,31.5,0,4.42,13,39.5,122,4.13,6.85,11.16
Markelle Martin,1,2012,3920,Oklahoma State,FS,73,207,9.25,32,0,4.47,19,0,0,0,0,0
Mike Martin,1.5,2012,3781,Michigan,DT,73,306,9.13,32.25,0,4.8,36,33.5,113,4.25,7.19,0
Jonathan Massaquoi,2,2012,3918,Troy,OLB,74,264,10.5,34.13,0,4.81,20,33.5,120,4.53,7.38,0
Bobby Massie,5.8,2012,3919,Mississippi,OT,78,316,9,35,0,5.18,22,27.5,103,4.95,7.7,0
Rishard Matthews,3.8,2012,3780,Nevada,WR,73,217,9.13,32.5,0,4.54,20,36,0,4.19,6.88,11.25
Matt McCants,0.6,2012,3917,UAB,OT,78,308,9.25,35.38,0,5.4,17,25.5,97,0,0,0
Antoine McClain,0,2012,3779,Clemson,OG,78,329,10.25,34.38,0,5.48,19,27,91,4.82,8.13,0
Shea McClellin,3.6,2012,3916,Boise State,OLB,75,260,10.13,32.75,0,4.62,19,31.5,118,4.33,7.07,0
Kelcie McCray,0,2012,6325,Arkansas State,SS,74,202,8.88,32.25,0,4.48,12,30.5,122,4.29,7,11.56
Jerron McMillian,1,2012,6326,Maine,SS,71,203,9.38,30.63,0,4.47,17,36.5,120,4.22,6.69,0
Marvin McNutt,0,2012,3778,Iowa,WR,75,216,10,32,0,4.48,0,37,122,4.07,7.15,11.62
Caleb McSurdy,0,2012,3915,Montana,ILB,73,245,9.38,30.88,0,4.82,26,30,110,4.28,7.26,12.3
Davin Meggett,0,2012,3777,Maryland,RB,68,211,9.5,30.13,0,4.5,23,35,118,4.32,7.14,11.53
DeQuan Menzie,0,2012,3914,Alabama,CB,71,202,8.63,30,0,4.65,0,33,116,0,0,0
Whitney Mercilus,7.6,2012,3913,Illinois,DE,76,261,9.25,33.88,0,4.68,27,32,118,4.53,7.17,0
Lamar Miller,6.4,2012,3776,Miami,RB,71,212,9.25,31.38,0,4.34,0,33,0,0,0,0
Ryan Miller,0,2012,3775,Colorado,OG,79,321,9.5,33.13,0,5.16,32,28,100,4.78,7.72,0
Chase Minnifield,0.5,2012,3912,Virginia,CB,70,183,9,31.5,0,4.65,7,0,0,0,0,0
Charles Mitchell,1,2012,6327,Mississippi State,SS,71,202,9.5,30.25,0,4.56,19,37,127,4.22,6.93,11.78
David Molk,1,2012,3774,Michigan,C,73,298,8.88,32,0,5.18,41,0,0,0,0,0
Kashif Moore,0,2012,3773,Connecticut,WR,69,180,9.63,31,0,4.36,19,43.5,126,4.05,6.82,0
Kellen Moore,1,2012,3772,Boise State,QB,73,197,9.5,30.25,26,4.82,0,27,99,4.56,7.41,0
Alfred Morris,6.4,2012,3771,Florida Atlantic,RB,70,219,10.25,31.38,0,4.63,16,35.5,117,4.19,7.01,11.86
Brandon Mosley,0.666666667,2012,3911,Auburn,OT,78,314,11,34,0,5.14,30,27,103,4.78,7.43,0
Derek Moye,0,2012,3770,Penn State,WR,76,209,8.25,32.75,0,4.46,10,33.5,115,4.23,0,0
Lucas Nix,2,2012,3769,Pittsburgh,OG,77,317,0,33.5,0,5.36,0,29.5,102,4.9,7.81,0
Josh Norman,5.8,2012,3910,Coastal Carolina,CB,73,197,9.25,32.75,0,4.61,14,33,124,4.23,7.09,0
Kelechi Osemele,7,2012,3908,Iowa State,OT,78,333,10.25,35.88,0,5.22,32,26.5,104,4.87,7.91,0
Brock Osweiler,2,2012,3768,Arizona State,QB,79,242,9.88,33.88,25,4.83,0,0,0,0,0,0
Chris Owusu,0.75,2012,3767,Stanford,WR,73,196,8.5,31.75,0,4.31,19,40.5,129,4.11,6.85,11.22
Eric Page,1,2012,3766,Toledo,WR,69,186,9,29,0,4.5,15,30,112,3.98,6.95,11.47
David Paulson,0.5,2012,3907,Oregon,TE,75,246,10.13,32.75,0,4.79,21,32,110,4.4,7.18,11.9
Isaiah Pead,0.25,2012,3765,Cincinnati,RB,70,197,8.63,31,0,4.39,0,33,116,4.32,6.95,0
Micah Pellerin,0,2012,3906,Hampton,CB,73,194,9.63,31.75,0,4.52,14,33,116,0,0,0
Nick Perry,3.2,2012,3905,Southern California,DE,75,271,9.5,33,0,4.55,35,38.5,124,4.66,7.25,0
DeAngelo Peterson,0,2012,3904,LSU,TE,75,243,9.5,32.5,0,4.69,18,36,121,0,7.19,0
Bernard Pierce,2.5,2012,3764,Temple,RB,73,218,9.25,31.5,0,4.45,17,36.5,123,4.28,7.07,0
Eddie Pleasant,0,2012,6328,Oregon,SS,70,211,9.25,31,0,4.53,22,33.5,116,4.28,7.12,0
Dontari Poe,9,2012,3763,Memphis,DT,76,346,9.63,32,0,4.89,44,29.5,105,4.56,7.9,0
Chris Polk,1.5,2012,3762,Washington,RB,71,215,9.75,31.5,0,4.52,0,31.5,111,4.21,7.13,0
Tauren Poole,0,2012,3761,Tennessee,RB,70,205,8,29.75,0,4.48,24,34,118,4.19,7.36,0
DeVier Posey,0.666666667,2012,3760,Ohio State,WR,74,211,9.63,31.63,0,4.39,14,36.5,123,4.15,7.03,0
Nate Potter,1.5,2012,3903,Boise State,OT,78,303,9.63,34.63,0,5.26,22,28.5,100,4.67,7.49,0
Chaz Powell,0,2012,3902,Penn State,CB,73,203,9.38,30.13,0,4.42,17,33,121,4.16,6.84,0
Shaun Prater,0.5,2012,3900,Iowa,CB,70,190,8.5,30.75,0,4.52,14,0,0,0,0,0
Cyhl Quarles,0,2012,6329,Wake Forest,SS,74,213,9.38,32,0,4.54,19,32.5,119,4.32,7.21,0
Brian Quick,2.2,2012,3759,Appalachian State (NC),WR,76,220,9.75,34.25,0,4.5,15,34,119,4.23,7.1,0
Chris Rainey,0.5,2012,3758,Florida,RB,68,180,9.5,30.75,0,4.36,16,36.5,120,3.93,6.5,11.06
Kheeston Randall,1,2012,3757,Texas,DT,77,293,9.63,33.75,0,5,28,34,111,4.84,7.49,0
Rueben Randle,5.5,2012,3756,LSU,WR,75,210,9.5,33,0,4.55,15,31,121,4.36,6.99,11.78
Riley Reiff,7.2,2012,3899,Iowa,OT,78,313,10.13,33.25,0,5.16,23,26.5,98,4.75,7.87,0
Kendall Reyes,4.8,2012,3755,Connecticut,DT,76,299,9.5,33.25,0,4.82,36,34.5,113,4.53,7.43,0
Matt Reynolds,0,2012,3898,BYU,OT,77,302,9.63,33.25,0,5.27,25,0,0,0,0,0
Daryl Richardson,4,2012,6330,Abilene Christian,RB,70,192,0,0,0,4.47,0,0,0,0,0,0
Sean Richardson,0,2012,6331,Vanderbilt,SS,75,216,9.13,32.63,0,4.43,22,38.5,128,4.44,7.01,0
Trent Richardson,6,2012,3754,Alabama,RB,69,228,9.5,30.25,0,4.49,0,0,0,0,0,0
Travian Robertson,0.333333333,2012,3753,South Carolina,DT,76,302,10.13,32.25,0,5.12,30,26,102,0,0,0
Josh Robinson,2,2012,3897,Central Florida,CB,70,199,10.13,31.25,0,4.29,17,38.5,133,3.97,6.55,11.65
Keenan Robinson,4.25,2012,3896,Texas,ILB,75,242,9.75,33,0,4.72,27,35.5,120,0,0,0
James Rodgers,0,2012,3752,Oregon State,WR,67,184,8.75,29.63,0,4.61,19,37,115,4.23,0,0
Evan Rodriguez,0,2012,3751,Temple,FB,74,239,9.5,32,0,4.53,18,36,119,4.28,6.94,11.43
Zebrie Sanders,0,2012,3895,Florida State,OT,78,320,10.88,35,0,5.33,28,27,100,4.99,8.15,0
Mohamed Sanu,5.2,2012,3750,Rutgers,WR,74,211,10.13,33.5,0,4.62,19,36,126,4.22,6.88,0
Quentin Saulsberry,0,2012,3749,Mississippi State,C,74,304,9.88,33.75,0,5.28,26,22,90,4.99,8.19,0
Mitchell Schwartz,6.8,2012,3894,California,OT,77,318,10,33.5,0,5.38,23,26.5,89,4.87,7.86,0
Coty Sensabaugh,3,2012,3893,Clemson,CB,71,189,9,31,0,4.33,15,37,122,4.06,6.6,0
Derrick Shelby,2.4,2012,3892,Utah,DE,75,266,9.63,33.5,0,4.87,26,35.5,116,4.5,7.09,0
Amini Silatolu,3.5,2012,3748,Midwestern State,OG,76,311,10.13,33,0,5.33,28,31.5,107,4.87,7.95,0
Harrison Smith,7,2012,6332,Notre Dame,SS,74,213,10.25,32.63,0,4.54,19,34,122,4.12,6.63,0
Jacquies Smith,2.5,2012,3891,Missouri,DE,75,253,9,32,0,4.75,21,31.5,110,4.31,7.25,0
Michael Smith,0,2012,6333,Utah State,RB,69,207,0,0,0,4.36,0,0,0,0,0,0
Scott Solomon,0.5,2012,3890,Rice,DE,75,262,9.5,31.63,0,4.88,34,35,124,4.25,7.17,0
Sean Spence,2.75,2012,3889,Miami,OLB,71,231,9.25,31.5,0,4.66,12,33.5,119,4.28,7.46,0
Ryan Steed,0,2012,3888,Furman,CB,71,195,9.13,32.63,0,4.64,12,34,121,4.22,6.94,0
Donald Stephenson,3.6,2012,3887,Oklahoma,OT,78,312,9.88,34.88,0,4.94,19,35.5,114,4.78,7.52,0
Devon Still,0.75,2012,3747,Penn State,DT,77,303,10,33.25,0,5.01,26,29.5,0,0,0,0
Tommy Streeter,0,2012,3746,Miami,WR,77,219,9.5,34.75,0,4.37,17,33,125,0,7.08,0
Nathan Stupar,1.6,2012,3886,Penn State,OLB,74,241,9.13,31.38,0,4.65,21,31,116,4.28,6.84,11.64
J.R. Sweezy,6.75,2012,3745,North Carolina State,DT,77,298,0,34,0,4.97,21,36,113,4.41,7.4,0
Alameda Ta'amu,1,2012,3744,Washington,DT,75,348,9.75,32,0,5.3,35,26,103,0,0,0
Ryan Tannehill,11,2012,3743,Texas A&M,QB,76,221,9,32.63,34,4.65,0,0,0,0,0,0
Brandon Taylor,1,2012,6334,LSU,SS,71,209,9.5,31.25,0,4.52,0,33.5,118,4.37,7.32,0
Brandon Thompson,1.75,2012,3742,Clemson,DT,74,314,10,33.5,0,5.2,35,31,100,4.71,7.97,0
Christian Thompson,0,2012,3885,South Carolina State,FS,73,211,8.38,31.5,0,4.42,18,31.5,122,4.13,7.33,11.72
Andrew Tiller,1.5,2012,3741,Syracuse,OG,76,324,9.38,33.25,0,5.44,16,23,85,4.8,7.92,0
Nick Toon,0.75,2012,3740,Wisconsin,WR,74,215,9,32.5,0,4.49,18,37.5,0,0,0,0
Danny Trevathan,5,2012,3884,Kentucky,OLB,73,237,9.5,32.5,0,4.75,18,31.5,111,0,0,0
Johnnie Troutman,4.666666667,2012,3739,Penn State,OG,76,325,10,33.5,0,5.52,31,27.5,0,5,7.96,0
Christian Tupou,0,2012,3738,Southern California,DT,74,289,9.75,32,0,5.38,30,24,92,4.87,8.07,0
Robert Turbin,3.2,2012,3737,Utah State,RB,70,222,9.75,31,0,4.42,28,36,122,4.31,7.16,0
DeAngelo Tyson,2,2012,3736,Georgia,DT,74,315,10.25,33.88,0,5.04,0,0,0,0,0,0
Courtney Upshaw,5.2,2012,3883,Alabama,DE,74,272,9,32,0,4.76,22,0,0,0,0,0
Olivier Vernon,7.8,2012,3882,Miami,DE,74,261,10.13,33,0,4.73,31,34.5,122,4.5,7.39,0
Trevin Wade,1.25,2012,3881,Arizona,CB,70,192,8.63,30.75,0,4.52,18,34.5,116,4,6.87,11.25
Bobby Wagner,10,2012,6336,Utah State,OLB,73,241,0,0,0,4.46,0,0,0,0,0,0
Dustin Waldron,0,2012,3880,Portland State (OR),OT,77,305,9.75,32.75,0,5.23,29,26,103,4.75,7.93,0
Blair Walsh,6,2012,6337,Georgia,K,69,187,8.38,29.38,0,4.96,0,0,0,0,0,0
Brandon Washington,0,2012,3735,Miami,OG,75,320,9.75,33,0,5.14,28,25,101,4.87,8.22,0
Rokevious Watkins,0.5,2012,3734,South Carolina,OG,76,338,10,34.63,0,5.29,0,27,102,4.9,7.87,0
Brandon Weeden,3.75,2012,3733,Oklahoma State,QB,76,221,9.63,31.75,27,4.89,0,0,0,0,0,0
Corey White,2,2012,6338,Samford,SS,73,206,9.38,31.63,0,4.53,15,37.5,126,4.22,6.72,0
Jordan White,0,2012,3731,Western Michigan,WR,73,208,9.25,31.5,0,4.63,14,35,119,4.13,6.84,11.4
Tahir Whitehead,4.2,2012,3879,Temple,OLB,73,233,10.25,32.38,0,4.62,21,37,124,4.37,7.14,0
Kyle Wilber,2.4,2012,3878,Wake Forest,OLB,76,249,9.25,33.25,0,4.73,25,33.5,117,4.31,7.11,0
David Wilson,2.5,2012,3730,Virginia Tech,RB,70,206,9.38,30.25,0,4.38,0,41,132,4.12,7.09,11.59
Russell Wilson,16.8,2012,3729,Wisconsin,QB,71,204,10.25,31,28,4.53,0,34,118,4.09,6.97,0
Billy Winn,3.2,2012,3877,Boise State,DE,76,294,9,32.5,0,4.86,24,27,107,4.44,7.37,0
Derek Wolfe,7,2012,3728,Cincinnati,DT,77,295,10.75,33.25,0,4.93,33,33.5,108,4.44,7.26,0
Jerel Worthy,1,2012,3727,Michigan State,DT,74,308,9.38,33,0,5,0,28.5,107,4.56,7.6,0
Jarius Wright,3.6,2012,3726,Arkansas,WR,70,182,8.5,31.5,0,4.39,11,38,120,4.03,6.93,0
Kendall Wright,5.2,2012,3725,Baylor,WR,70,196,8.63,30.5,0,4.49,0,38.5,121,4.18,6.93,0
Devon Wylie,0,2012,3724,Fresno State,WR,69,187,9.5,30.25,0,4.36,17,39,123,0,0,0
Desmond Wynn,0,2012,3723,Rutgers,OG,78,303,10.25,34,0,4.98,28,32.5,0,0,0,0
Kevin Zeitler,6.4,2012,3722,Wisconsin,OG,76,314,10.25,32.75,0,5.32,32,29,101,4.61,7.77,0
Greg Zuerlein,3,2012,6340,Missouri Western,K,73,187,0,0,0,4.86,0,0,0,0,0,0
Markus Zusevics,0,2012,3876,Iowa,OT,77,303,10,33,0,5.08,0,0,0,0,0,0
Oday Aboushi,2.333333333,2013,4329,Virginia,OT,77,308,10.63,33.78,0,5.45,17,23.5,100,4.84,7.92,0
Johnny Adams,0,2013,4328,Michigan State,CB,70,185,8,31.28,0,4.48,16,0,0,0,0,0
Robert Alford,4.25,2013,4327,Southeast Louisiana,CB,70,188,9.5,32.08,0,4.39,17,40,132,4.23,6.89,0
David Amerson,4.75,2013,4324,North Carolina State,CB,73,205,10.5,32.58,0,4.44,15,35.5,127,0,0,0
C.J. Anderson,4.5,2013,4157,California,RB,68,224,9.08,30,0,4.6,17,32,119,4.12,7.15,0
Terron Armstead,5.75,2013,4321,Arkansas-Pine Bluff,OT,77,306,9.25,34.08,27,4.71,31,34.5,112,4.72,7.62,0
Tavon Austin,5.25,2013,4156,West Virginia,WR,69,174,9.18,30.08,7,4.34,14,32,120,4.01,0,0
Jeff Baca,0,2013,4155,UCLA,OG,75,302,9.75,34.28,34,5.03,0,26.5,0,4.44,7.26,0
Alvin Bailey,2.75,2013,4154,Arkansas,OG,75,312,9.38,34.68,0,4.95,27,0,0,0,0,0
Stedman Bailey,2.333333333,2013,4153,West Virginia,WR,70,193,9.78,32.68,0,4.52,11,34.5,117,4.09,6.81,0
David Bakhtiari,10.75,2013,4320,Colorado,OT,76,299,9.5,34.08,0,5.18,28,25.5,101,4.74,7.7,0
Montee Ball,4,2013,4152,Wisconsin,RB,71,214,9.08,32.63,0,4.66,15,32,118,4.4,6.88,0
Johnthan Banks,3.25,2013,4319,Mississippi State,CB,74,185,9.25,33.78,0,4.61,10,34,125,4.27,6.97,0
Chris Barker,0,2013,4151,Nevada,OG,75,305,9.38,33.08,0,5.25,29,27.5,99,4.77,8.09,0
Kenjon Barner,0.666666667,2013,4149,Oregon,RB,69,196,9.18,29.63,0,4.52,20,35.5,122,4.2,6.87,11.33
T.J. Barnes,0.666666667,2013,4148,Georgia Tech,DT,78,369,10.75,34.78,0,5.3,25,22,97,4.96,8.26,0
Sam Barrington,1,2013,4318,South Florida,ILB,73,246,10.25,32.28,0,4.91,22,32.5,117,0,0,0
David Bass,2,2013,4317,Missouri Western,DE,76,262,10.5,33.48,0,4.84,20,30.5,111,4.33,7.07,0
Steve Beauharnais,0,2013,4316,Rutgers,ILB,73,240,9.13,32.68,0,4.84,19,33,118,4.2,6.99,11.95
Nick Becton,0,2013,4315,Virginia Tech,OT,77,323,9,35.48,0,5.2,19,29.5,109,4.57,7.77,0
Le'Veon Bell,11.25,2013,4147,Michigan State,RB,73,230,9.58,0,0,4.6,24,31.5,118,4.24,6.75,0
Giovani Bernard,7.75,2013,4146,North Carolina,RB,68,202,9.38,28,25,4.53,19,33.5,122,4.12,6.91,11.41
Tommy Bohanon,0.333333333,2013,4145,Wake Forest,FB,73,246,10.08,30.13,0,4.88,36,35,119,4.42,7.27,11.94
Travis Bond,0,2013,4144,North Carolina,OG,78,329,9.63,35.48,0,5.27,22,22.5,98,4.96,7.85,0
Jon Bostic,2.666666667,2013,4314,Florida,ILB,73,245,9.63,33.08,23,4.61,22,32.5,118,4.24,6.99,0
Josh Boyce,0.5,2013,4141,TCU,WR,71,206,9.28,31.28,0,4.38,22,34,131,4.1,6.68,11.26
Josh Boyd,1.333333333,2013,4140,Mississippi State,DT,75,310,9.25,32.08,0,5.14,32,26.5,104,4.64,7.16,0
Arthur Brown,0.75,2013,4312,Kansas State,OLB,73,241,10,32.48,20,4.62,0,0,116,0,0,0
Armonty Bryant,1,2013,4310,East Central (OK),DE,76,263,9.75,35.68,0,4.86,0,31.5,118,5,7.32,0
Michael Buchanan,0,2013,4309,Illinois,DE,77,255,9.88,34.08,0,4.78,22,33,113,4.44,6.91,0
Rex Burkhead,1.25,2013,4137,Nebraska,RB,70,214,9.68,30.88,0,4.73,21,39,125,4.09,6.85,11.51
Emmett Cleary,1,2013,4306,Boston College,OT,79,316,9.75,34.28,0,5.21,24,28.5,108,4.7,7.81,0
Jamie Collins,8.75,2013,4305,Southern Mississippi,OLB,76,250,9.75,33.68,17,4.64,19,41.5,139,4.32,7.1,11.55
Sanders Commings,0,2013,4304,Georgia,CB,73,216,8.88,32.08,22,4.41,0,34.5,117,4.3,7.1,0
Jonathan Cooper,2.333333333,2013,4134,North Carolina,OG,74,311,10.25,33.08,34,5.07,35,27,108,4.84,7.78,0
Justice Cunningham,0,2013,4303,South Carolina,TE,75,258,10.08,33.78,0,4.94,0,31.5,116,4.45,7.12,11.88
Knile Davis,2.5,2013,4133,Arkansas,RB,71,227,8.58,29.75,0,4.37,31,33.5,121,4.38,6.96,0
Will Davis,0,2013,4302,Utah State,CB,71,186,0,31.48,0,4.51,16,35.5,127,4.02,6.52,0
Everett Dawkins,0,2013,4131,Florida State,DT,74,292,10.38,32.68,0,5.06,23,30,103,4.88,7.61,0
Jordan Devey,2.333333333,2013,4301,Memphis,OT,79,317,9.63,32.68,0,5.25,21,24,98,4.77,7.91,0
Lavar Edwards,0.25,2013,4300,LSU,DE,76,277,10,35.48,0,4.8,0,33,119,4.51,7.03,0
Tyler Eifert,3.25,2013,4299,Notre Dame,TE,78,250,9.18,33.18,23,4.68,22,35.5,119,4.32,6.92,11.52
Matt Elam,7,2013,6346,Florida,FS,70,208,9,32.58,19,4.5,17,35.5,118,0,0,0
Andre Ellington,4,2013,4127,Clemson,RB,70,199,9.38,31,0,4.61,0,34,122,0,0,0
Zach Ertz,5.5,2013,4298,Stanford,TE,78,249,9.68,31.68,26,4.76,24,30.5,111,4.47,7.08,11.92
Gavin Escobar,0.5,2013,4297,San Diego State,TE,78,254,9.68,33.58,28,4.84,0,32,114,4.31,7.07,11.86
Josh Evans,3.5,2013,4296,Florida,FS,73,207,10,31.78,0,4.58,0,34.5,123,4.1,6.64,0
Joseph Fauria,1.5,2013,4294,UCLA,TE,79,259,10.78,33.68,0,4.82,17,0,0,0,0,0
Eric Fisher,7.25,2013,4293,Central Michigan,OT,79,306,10.5,34.48,23,5.05,27,28.5,116,4.44,7.59,0
Sharrif Floyd,3.25,2013,4126,Florida,DT,75,297,10.13,31.68,0,4.92,0,30,106,4.75,7.4,0
D.J. Fluker,7.75,2013,4292,Alabama,OT,77,339,10.5,36.68,0,5.31,21,0,0,0,0,0
Michael Ford,0,2013,4125,LSU,RB,70,210,9.08,30.38,0,4.5,25,38.5,130,4.25,6.87,11.43
Reid Fragel,0,2013,4291,Ohio State,OT,80,308,10.63,33.08,0,5.14,33,30,113,4.68,7.62,0
Johnathan Franklin,1,2013,4124,UCLA,RB,70,205,9.38,30,0,4.49,18,31.5,115,4.31,6.89,11.33
Travis Frederick,10.25,2013,4123,Wisconsin,C,76,312,10,33.08,0,5.58,21,28.5,97,4.76,7.81,0
Corey Fuller,1.5,2013,4122,Virginia Tech,WR,74,204,9.48,33.28,0,4.43,12,31.5,120,0,0,0
Kwame Geathers,0,2013,4121,Georgia,DT,77,342,9.5,35.28,0,5.44,0,26.5,96,5.27,8.11,0
William Gholston,4.5,2013,4288,Michigan State,DE,78,281,10.38,34.08,0,4.96,23,28.5,110,4.59,7.2,0
Garrett Gilkey,1,2013,4287,Chadron State,OG,78,318,10.25,32.58,0,5.33,28,30,108,4.75,7.65,0
Mike Gillislee,2,2013,4120,Florida,RB,71,208,9.38,31.13,0,4.55,15,30.5,119,4.4,7.12,12.02
Mike Glennon,3.666666667,2013,4119,North Carolina State,QB,79,225,9.58,33.13,26,4.94,0,26.5,102,4.52,7.49,0
Zaviar Gooden,1,2013,4285,Missouri,OLB,74,234,10,32.28,25,4.47,27,34,131,4.18,6.71,11.28
Malliciah Goodman,1.25,2013,4286,Clemson,DE,76,276,11,36.38,0,4.87,26,31.5,114,0,0,0
Marquise Goodwin,1.5,2013,4118,Texas,WR,69,183,8.58,31.48,0,4.27,13,0,132,0,0,0
Chris Gragg,0.333333333,2013,4284,Arkansas,TE,75,244,9.08,33.58,0,4.5,18,37.5,125,4.51,7.08,0
Ray Graham,0,2013,4117,Pittsburgh,RB,69,199,9.58,30.25,0,4.8,18,32.5,112,4.21,7.17,11.63
Dwayne Gratz,2.5,2013,4283,Connecticut,CB,71,201,10.5,32.18,0,4.47,22,38,125,4.15,6.7,0
MarQueis Gray,0.5,2013,4116,Minnesota,TE,75,240,9.78,34,0,4.73,15,30,111,4.3,7.25,0
Khaseem Greene,1.5,2013,4282,Rutgers,OLB,73,241,9.63,32.58,0,4.71,17,30,116,4.2,7.58,11.87
Cobi Hamilton,1,2013,4114,Arkansas,WR,74,212,8.68,32.48,0,4.56,11,29.5,107,4.31,0,0
Johnathan Hankins,4.75,2013,4113,Ohio State,DT,75,320,9.5,33.08,0,5.31,0,26,104,4.61,7.59,0
Chris Harper,0,2013,4112,Kansas State,WR,73,229,9.68,32.68,33,4.55,20,35.5,116,4.39,6.89,0
Tanner Hawkinson,0,2013,4281,Kansas,OT,77,298,10,33.38,0,5.07,0,28.5,112,4.51,7.52,0
Jordan Hill,1.5,2013,4109,Penn State,DT,73,303,10.25,33.48,0,5.23,28,22.5,103,4.51,7.49,0
Gerald Hodges,3.75,2013,4276,Penn State,OLB,73,243,9,32.08,0,4.78,22,0,119,0,0,0
DeVonte Holloman,1,2013,4275,South Carolina,OLB,73,243,10,32.48,0,4.76,15,33,113,4.26,7.3,0
DeAndre Hopkins,8.25,2013,4107,Clemson,WR,73,214,10.08,33.38,0,4.57,15,36,115,4.5,0,0
Montori Hughes,0.5,2013,4106,Tennessee-Martin,DT,76,329,10.13,32.58,0,5.23,22,26.5,104,4.7,7.85,0
Margus Hunt,1,2013,4274,Southern Methodist,DE,80,277,10,33.68,0,4.62,38,34.5,121,4.51,7.07,0
Justin Hunter,2.5,2013,4105,Tennessee,WR,76,196,9.38,33.28,12,4.44,0,39.5,136,4.33,0,0
Micah Hyde,4.25,2013,4273,Iowa,CB,73,197,9.38,31.48,0,4.56,12,33,121,4.2,6.78,0
Mike James,0.666666667,2013,4104,Miami,RB,71,223,9.68,31.63,0,4.53,28,35,115,4.62,0,0
Tony Jefferson,3.5,2013,4271,Oklahoma,FS,71,213,9.25,31.58,0,4.75,16,0,0,0,0,0
Brandon Jenkins,0,2013,4270,Florida State,OLB,74,251,9.25,33.28,0,4.69,18,0,0,0,0,0
Jelani Jenkins,4,2013,4269,Florida,OLB,73,243,9.38,32.28,0,4.54,27,0,0,0,0,0
John Jenkins,2.75,2013,4102,Georgia,DT,76,346,9.5,34.08,0,5.21,30,0,0,0,0,0
Luke Joeckel,4.5,2013,4268,Texas A&M,OT,78,306,10.13,34.28,28,5.3,27,28.5,106,4.68,7.4,0
Darius Johnson,2,2013,4101,Southern Methodist,WR,69,179,9.18,30.28,0,4.6,6,32,109,4.53,0,0
Keelan Johnson,0,2013,6349,Arizona State,SS,73,209,9,32.48,0,4.54,12,36.5,125,4.07,6.77,11.53
Lane Johnson,5.75,2013,4266,Oklahoma,OT,78,303,10.13,35.28,28,4.72,28,34,118,4.52,7.31,0
T.J. Johnson,0.666666667,2013,4099,South Carolina,C,76,310,9.5,33.48,0,5.33,32,25.5,96,4.74,7.83,0
Abry Jones,2.25,2013,4098,Georgia,DT,75,313,9.75,35.08,0,5.06,30,26.5,101,0,0,0
Chris Jones,5,2013,4096,Bowling Green,DT,74,302,10.75,32.68,0,5.33,30,24.5,106,4.44,7.44,0
Datone Jones,2.5,2013,4263,UCLA,DE,76,283,10,32.68,0,4.8,29,31.5,112,4.32,7.32,0
Landry Jones,1,2013,4095,Oklahoma,QB,76,225,9.18,33,28,5.11,0,31,115,4.3,7.12,0
Dion Jordan,1.5,2013,4261,Oregon,DE,78,248,10,33.78,0,4.6,0,32.5,122,4.35,7.02,0
Nick Kasa,0,2013,4260,Colorado,TE,78,269,9.18,32.78,0,4.71,22,31.5,113,0,0,0
Tavarres King,0,2013,4093,Georgia,WR,73,189,9.48,33.08,0,4.47,11,36.5,123,4.33,6.91,0
A.J. Klein,3.25,2013,4258,Iowa State,ILB,73,250,10.25,32.78,0,4.66,20,0,113,0,0,0
Corey Lemonier,1,2013,4254,Auburn,DE,75,255,10.13,34.48,0,4.6,27,33,119,4.4,7.14,0
Robert Lester,3,2013,6355,Alabama,SS,73,220,9.75,32.08,0,4.66,0,33.5,117,0,0,0
Zach Line,0.25,2013,4086,Southern Methodist,FB,73,232,8.68,30.75,0,4.77,26,30.5,111,0,0,0
Bennie Logan,6,2013,4085,LSU,DT,74,309,10.25,34.08,0,5.08,30,25,104,4.67,7.53,0
Kyle Long,8.75,2013,4084,Oregon,OT,78,313,11,33.38,29,4.94,0,28,107,4.63,7.83,0
John Lotulelei,0.5,2013,4252,UNLV,OLB,71,233,10.63,32.38,0,4.84,25,35.5,117,4.3,6.91,0
Lamar Mady,0,2013,4082,Youngstown State (OH),OG,74,317,9.38,33.48,0,5.48,35,23,95,4.82,8.07,0
Brandon Magee,1,2013,4251,Arizona State,OLB,71,223,9.13,28.68,0,4.74,0,0,114,0,0,0
E.J. Manuel,2.5,2013,4081,Florida State,QB,77,237,10.38,0,28,4.65,0,34,118,4.21,7.08,0
Stansly Maponga,0.666666667,2013,4250,TCU,DE,74,256,10,34.18,0,4.78,30,0,0,0,0,0
Tyrann Mathieu,5.25,2013,4248,LSU,CB,69,186,9.38,31.18,0,4.5,4,34,117,4.14,6.87,0
Michael Mauti,1,2013,4247,Penn State,OLB,74,243,10.5,32.48,0,4.83,28,0,0,0,0,0
Onterio McCalebb,0,2013,4079,Auburn,RB,70,168,9.08,31,0,4.34,0,34,121,0,0,0
Demetrius McCray,2.666666667,2013,4246,Appalachian State (NC),CB,73,187,9.25,33.78,0,4.54,4,36,126,4.32,7.17,0
