"year","player","url","position","college","height","weight","dash","vert_leap","bench","broad","cone","shuttle"
"2014","Kyle Fuller","/players/F/FullKy00.htm","CB","Virginia Tech","72","190","4.49","38.5","12","128","6.90","4.19"
"2014","Khairi Fortt","/players/F/FortKh00.htm","OLB","California","74","248","4.70","36.0","30","120","0","0"
"2014","Dee Ford","/players/F/FordDe00.htm","DE","Auburn","74","252","0","0","0","0","0","0"
"2014","Cameron Fleming","/players/F/FlemCa00.htm","OT","Stanford","77","323","5.28","23.5","26","97","8.24","5.00"
"2014","C.J. Fiedorowicz","/players/F/FiedC.00.htm","TE","Iowa","77","265","4.76","31.5","25","116","7.10","4.26"
"2014","Matt Feiler","/players/F/FeilMa00.htm","OT","Bloomsburg","78","330","5.37","26.5","36","103","8.13","4.86"
"2014","Antone Exum","/players/E/ExumAn00.htm","CB","Virginia Tech","72","213","4.59","35.0","17","117","7.05","4.13"
"2014","I.K. Enemkpali","/players/E/EnemIK00.htm","DE","Louisiana Tech","73","261","4.86","34.0","28","112","7.67","4.65"
"2014","Kasim Edebali","/players/E/EdebKa00.htm","OLB","Boston College","74","253","4.79","34.5","19","115","7.20","4.35"
"2014","Eric Ebron","/players/E/EbroEr00.htm","TE","North Carolina","76","250","4.60","32.0","24","120","0","0"
"2014","Kony Ealy","/players/E/EalyKo00.htm","DE","Missouri","76","273","4.92","31.0","22","114","6.83","4.45"
"2014","Jonathan Dowling","/players/D/DowlJo00.htm","FS","Western Kentucky","75","190","4.52","33.5","8","118","7.04","4.24"
"2014","Brandon Dixon","/players/D/DixoBr00.htm","CB","Northwest Missouri State","71","203","4.41","32.5","17","117","7.15","4.27"
"2014","Pierre Desir","/players/D/DesiPi00.htm","CB","Lindenwood","73","198","4.59","35.0","11","133","6.86","4.30"
"2014","Darqueze Dennard","/players/D/DennDa00.htm","CB","Michigan State","71","199","4.52","0","15","0","0","0"
"2014","Chris Davis","/players/D/DaviCh05.htm","CB","Auburn","70","202","4.54","0","15","0","0","0"
"2014","Scott Crichton","/players/C/CricSc00.htm","DE","Oregon State","75","273","4.84","31.5","24","108","7.19","4.29"
"2014","Aaron Colvin","/players/C/ColvAa00.htm","CB","Oklahoma","71","177","4.51","0","0","0","0","0"
"2014","Ross Cockrell","/players/C/CockRo00.htm","CB","Duke","72","191","4.56","36.5","10","122","7.28","4.32"
"2014","Jadeveon Clowney","/players/C/ClowJa00.htm","DE","South Carolina","77","266","4.53","37.5","21","124","7.27","4.43"
"2014","Ha Ha Clinton-Dix","/players/C/ClinHa00.htm","FS","Alabama","73","208","4.58","33.0","11","119","7.16","4.16"
"2014","Will Clarke","/players/C/ClarWi00.htm","DE","West Virginia","78","271","4.77","32.0","22","112","7.26","4.57"
"2014","Steven Clark","/players/C/ClarSt00.htm","P","Auburn","77","231","5.18","0","0","0","0","0"
"2014","Travis Carrie","/players/C/CarrTr00.htm","CB","Ohio","72","206","4.49","0","17","0","0","0"
"2014","Max Bullough","/players/B/BullMa00.htm","ILB","Michigan State","75","249","4.78","31.0","30","112","7.22","4.30"
"2014","Preston Brown","/players/B/BrowPr00.htm","ILB","Louisville","73","251","4.86","33.0","23","116","6.98","4.26"
"2014","Jonathan Brown","/players/B/BrowJo01.htm","OLB","Illinois","72","238","5.03","31.0","16","108","7.77","4.56"
"2014","Terrence Brooks","/players/B/BrooTe00.htm","FS","Florida State","71","198","4.42","38.0","10","119","7.35","0"
"2014","Justin Britt","/players/B/BritJu00.htm","OT","Missouri","78","325","5.19","27.5","23","100","8.14","4.69"
"2014","Bashaud Breeland","/players/B/BreeBa00.htm","CB","Clemson","71","197","4.62","34.5","11","123","7.04","4.33"
"2014","Carl Bradford","/players/B/BradCa01.htm","OLB","Arizona State","73","250","4.76","37.5","23","122","7.25","4.30"
"2014","Chris Borland","/players/B/BorlCh00.htm","ILB","Wisconsin","71","248","4.83","31.0","27","114","7.18","4.27"
"2014","Rob Blanchflower","/players/B/BlanRo01.htm","TE","Massachusetts","76","256","4.82","0","0","0","0","0"
"2014","Bene' Benwikere","/players/B/BenwBe00.htm","CB","San Jose State","71","195","4.59","40.5","10","122","6.94","4.38"
"2014","Deion Belue","/players/B/BeluDe00.htm","CB","Alabama","71","182","4.48","0","11","0","0","0"
"2014","Lamin Barrow","/players/B/BarrLa00.htm","ILB","LSU","73","237","4.64","35.0","22","123","7.24","4.35"
"2014","Anthony Barr","/players/B/BarrAn00.htm","OLB","UCLA","77","255","4.66","34.5","15","119","6.82","4.19"
"2014","Dion Bailey","/players/B/BailDi00.htm","FS","Southern California","72","201","4.66","34.0","0","113","6.97","4.15"
"2014","Jeremiah Attaochu","/players/A/AttaJe00.htm","OLB","Georgia Tech","75","252","0","0","0","0","0","0"
"2014","Jace Amaro","/players/A/AmarJa00.htm","TE","Texas Tech","77","265","4.74","33.0","28","118","7.42","4.30"
"2014","Ricardo Allen","/players/A/AlleRi00.htm","CB","Purdue","69","187","4.61","35.5","13","117","0","4.15"
"2014","Todd Washington","","CB","Southeastern Louisiana","71","196","4.57","0","13","0","0","0"
"2014","D.J. Tialavea","","TE","Utah State","75","267","4.95","0","0","0","0","0"
"2014","A.D. Denham","","TE","Kansas","76","235","4.69","32.5","0","0","0","0"
"2014","Joe Don Duncan","","TE","Dixie State","75","268","4.79","0","35","0","0","0"
"2014","A.C. Leonard","","TE","Tennessee State","74","252","4.50","34.0","20","128","0","0"
"2015","T.J. Yeldon","/players/Y/YeldT.00.htm","RB","Alabama","73","226","4.61","36.0","22","117","7.19","4.22"
"2015","Gabe Wright","/players/W/WrigGa00.htm","DT","Auburn","75","300","5.07","26.5","34","100","7.73","4.56"
"2015","Cam Worthy","/players/W/WortCa00.htm","WR","East Carolina","74","211","4.59","0","12","0","0","0"
"2015","Jameis Winston","/players/W/WinsJa00.htm","QB","Florida State","76","231","4.97","28.5","0","103","7.16","4.36"
"2015","Trey Williams","/players/W/WillTr03.htm","RB","Texas A&M","67","195","4.49","33.5","18","119","6.84","4.12"
"2015","Leonard Williams","/players/W/WillLe02.htm","DT","Southern California","77","302","4.97","29.5","0","106","7.59","4.53"
"2015","Karlos Williams","/players/W/WillKa01.htm","RB","Florida State","73","230","4.48","33.5","16","117","7.16","4.46"
"2015","Kevin White","/players/W/WhitKe00.htm","WR","West Virginia","75","215","4.35","36.5","23","123","6.92","4.14"
"2015","DeAndrew White","/players/W/WhitDe01.htm","WR","Alabama","71","193","4.44","34.5","0","118","6.97","4.18"
"2015","Leterrius Walton","/players/W/WaltLe00.htm","DT","Central Michigan","77","319","5.25","27.0","25","103","7.91","4.78"
"2015","Darren Waller","/players/W/WallDa01.htm","WR","Georgia Tech","78","238","4.46","37.0","12","125","7.07","4.25"
"2015","Tyler Varga","/players/V/VargTy00.htm","FB","Yale","71","222","4.69","0","23","0","0","0"
"2015","Louis Trinca-Pasat","/players/T/TrinLo00.htm","DT","Iowa","73","290","4.96","32.0","0","105","7.40","4.30"
"2015","Laken Tomlinson","/players/T/TomlLa01.htm","OG","Duke","75","323","5.33","31.5","25","103","8.17","4.87"
"2015","J.T. Surratt","/players/S/SurrJ.00.htm","DT","South Carolina","73","304","5.19","30.0","29","106","7.78","4.71"
"2015","Jaelen Strong","/players/S/StroJa01.htm","WR","Arizona State","74","217","4.44","42.0","0","123","0","0"
"2015","Devin Smith","/players/S/SmitDe04.htm","WR","Ohio State","72","196","4.42","39.0","10","122","0","4.15"
"2015","DeAndre Smelter","/players/S/SmelDe00.htm","WR","Georgia Tech","74","226","4.52","0","0","0","0","0"
"2015","Blake Sims","/players/S/SimsBl00.htm","QB","Alabama","71","218","4.57","30.5","0","115","0","0"
"2015","Deon Simon","/players/S/SimoDe00.htm","DT","Northwestern State","76","321","5.12","29.5","35","105","7.92","4.76"
"2015","Danny Shelton","/players/S/ShelDa01.htm","DT","Washington","74","339","5.64","30.5","34","95","7.99","4.65"
"2015","Ezell Ruffin","/players/R/RuffEz00.htm","WR","San Diego State","72","218","4.68","27.5","17","110","7.35","4.58"
"2015","Josh Robinson","/players/R/RobiJo02.htm","RB","Mississippi State","68","217","4.70","32.0","21","113","0","0"
"2015","Bobby Richardson","/players/R/RichBo00.htm","DT","Indiana","75","283","5.16","32.5","0","106","7.57","4.41"
"2015","Thomas Rawls","/players/R/RawlTh00.htm","RB","Central Michigan","69","215","4.65","35.5","15","116","0","0"
"2015","Jeremiah Poutasi","/players/P/PoutJe00.htm","OG","Utah","77","335","5.32","26.5","26","95","8.09","4.89"
"2015","Jordan Phillips","/players/P/PhilJo01.htm","DT","Oklahoma","77","329","5.17","30.0","28","105","7.88","4.68"
"2015","Darius Philon","/players/P/PhilDa01.htm","DT","Arkansas","73","298","5.00","31.0","26","107","8.00","0"
"2015","Bryce Petty","/players/P/PettBr01.htm","QB","Baylor","75","230","4.87","34.0","0","121","6.91","4.13"
"2015","Breshad Perriman","/players/P/PerrBr02.htm","WR","Central Florida","74","212","0","0","0","0","0","0"
"2015","David Parry","/players/P/ParrDa00.htm","DT","Stanford","73","308","5.38","29.0","34","103","0","0"
"2015","DeVante Parker","/players/P/ParkDe01.htm","WR","Louisville","75","209","4.45","36.5","17","125","0","0"
"2015","Leon Orr","/players/O/OrrxLe00.htm","DT","Florida","77","323","5.16","28.0","0","100","8.26","4.90"
"2015","Rakeem Nunez-Roches","/players/N/NuneRa00.htm","DT","Nebraska","74","307","5.02","34.0","26","114","7.67","4.69"
"2015","J.J. Nelson","/players/N/NelsJJ00.htm","WR","Alabama-Birmingham","70","156","4.28","36.0","0","127","7.02","4.15"
"2015","Robert Myers","/players/M/MyerRo01.htm","OG","Tennessee State","77","326","5.44","27.5","0","94","8.10","4.91"
"2015","Marcus Murphy","/players/M/MurpMa03.htm","RB","Missouri","69","198","4.61","29.0","11","109","0","4.40"
"2015","Keith Mumphery","/players/M/MumpKe00.htm","WR","Michigan State","72","215","4.54","32.5","0","121","7.07","4.25"
"2015","Mitch Morse","/players/M/MorsMi00.htm","OG","Missouri","77","305","5.14","31.0","36","112","7.60","4.50"
"2015","Ty Montgomery","/players/M/MontTy01.htm","WR","Stanford","72","221","4.55","40.5","0","121","6.97","4.21"
"2015","John Miller","/players/M/MillJo04.htm","OG","Louisville","74","303","5.33","27.0","29","104","8.20","4.75"
"2015","Ellis McCarthy","/players/M/McCaEl00.htm","DT","UCLA","77","338","5.21","32.0","24","109","8.16","5.07"
"2015","Tre McBride","/players/M/McBrTr00.htm","WR","William & Mary","72","210","4.41","38.0","16","122","6.96","4.08"
"2015","Joey Mbu","/players/M/MbuxJo01.htm","DT","Houston","75","313","5.54","22.5","0","97","8.20","5.01"
"2015","Vince Mayle","/players/M/MaylVi00.htm","WR","Washington State","74","224","4.67","35.5","0","117","6.93","4.13"
"2015","Ali Marpet","/players/M/MarpAl00.htm","OG","Hobart & William Smith","76","307","4.98","30.5","30","108","7.33","4.47"
"2015","Marcus Mariota","/players/M/MariMa01.htm","QB","Oregon","76","222","4.52","36.0","0","121","6.87","4.11"
"2015","Sean Mannion","/players/M/MannSe00.htm","QB","Oregon State","78","229","5.14","31.0","0","105","7.29","4.39"
"2015","Greg Mancz","/players/M/MancGr00.htm","C","Toledo","76","301","5.08","0","0","0","0","0"
"2015","Terrence Magee","/players/M/MageTe00.htm","RB","LSU","68","213","4.62","37.0","22","115","7.52","4.37"
"2015","Deon Long","/players/L/LongDe00.htm","WR","Maryland","72","192","4.51","34.0","12","120","6.98","4.27"
"2015","Tyler Lockett","/players/L/LockTy00.htm","WR","Kansas State","70","182","4.40","35.5","0","121","6.89","4.07"
"2015","Tony Lippett","/players/L/LippTo00.htm","WR","Michigan State","74","192","4.61","36.0","10","114","6.92","4.13"
"2015","Jeremy Langford","/players/L/LangJe00.htm","RB","Michigan State","72","208","4.42","34.5","0","118","7.22","4.32"
"2015","Arie Kouandjio","/players/K/KouaAr00.htm","OG","Alabama","77","310","5.48","0","0","0","0","0"
"2015","Matt Jones","/players/J/JoneMa04.htm","RB","Florida","74","231","4.61","31.5","20","112","0","4.20"
"2015","Duke Johnson","/players/J/JohnDu00.htm","RB","Miami (FL)","69","207","4.54","33.5","0","121","0","0"
"2015","David Johnson","/players/J/JohnDa08.htm","RB","Northern Iowa","73","224","4.50","41.5","25","127","6.82","4.27"
"2015","Grady Jarrett","/players/J/JarrGr00.htm","DT","Clemson","73","304","5.06","31.0","30","112","7.37","4.56"
"2015","Tre Jackson","/players/J/JackTr00.htm","OG","Florida State","76","330","5.52","25.0","0","96","0","0"
"2015","Joey Iosefa","/players/I/IoseJo00.htm","FB","Hawaii","72","247","5.02","31.5","30","110","7.24","4.33"
"2015","Brett Hundley","/players/H/HundBr00.htm","QB","UCLA","75","226","4.63","36.0","0","120","6.93","3.98"
"2015","Kenny Hilliard","/players/H/HillKe01.htm","RB","LSU","72","226","4.83","27.0","0","111","7.17","4.40"
"2015","Dee Hart","/players/H/HartDe00.htm","RB","Colorado State","67","199","4.80","33.0","0","113","7.20","4.38"
"2015","Bobby Hart","/players/H/HartBo00.htm","OG","Florida State","77","329","5.61","0","0","0","0","0"
"2015","Jarvis Harrison","/players/H/HarrJa02.htm","OG","Texas A&M","76","330","5.19","29.5","26","102","7.51","4.62"
"2015","Josh Harper","/players/H/HarpJo00.htm","WR","Fresno State","73","191","4.64","32.0","13","108","7.15","4.36"
"2015","Marcus Hardison","/players/H/HardMa00.htm","DT","Arizona State","75","307","4.91","0","27","0","0","0"
"2015","Justin Hardy","/players/H/HardJu00.htm","WR","East Carolina","70","192","4.56","36.5","11","114","6.63","4.21"
"2015","Rannell Hall","/players/H/HallRa01.htm","WR","Central Florida","72","198","4.60","41.0","16","132","6.86","4.15"
"2015","Connor Halliday","/players/H/HallCo00.htm","QB","Washington State","75","204","4.87","0","0","0","0","0"
"2015","Todd Gurley","/players/G/GurlTo01.htm","RB","Georgia","73","222","4.52","0","17","0","0","0"
"2015","Rashad Greene","/players/G/GreeRa00.htm","WR","Florida State","71","182","4.53","36.5","0","122","6.88","4.12"
"2015","Dorial Green-Beckham","/players/G/GreeDo00.htm","WR","Oklahoma","77","237","4.49","33.5","13","119","6.89","4.45"
"2015","Garrett Grayson","/players/G/GrayGa00.htm","QB","Colorado State","74","213","4.75","0","0","0","0","0"
"2015","Hroniss Grasu","/players/G/GrasHr00.htm","C","Virginia Tech","75","297","5.03","0","0","0","0","0"
"2015","Melvin Gordon","/players/G/GordMe00.htm","RB","Wisconsin","73","215","4.52","35.0","19","126","7.04","4.07"
"2015","Antwan Goodley","/players/G/GoodAn00.htm","WR","Baylor","70","209","4.44","0","0","0","0","0"
"2015","Eddie Goldman","/players/G/GoldEd00.htm","DT","Florida State","76","336","5.28","0","0","0","0","0"
"2015","Mark Glowinski","/players/G/GlowMa00.htm","OG","West Virginia","76","307","5.20","29.5","31","113","7.56","4.58"
"2015","Max Garcia","/players/G/GarcMa00.htm","C","Florida","76","309","5.24","0","0","0","0","0"
"2015","Andy Gallik","/players/G/GallAn00.htm","C","Boston College","74","306","5.50","27.0","29","96","7.66","4.58"
"2015","Devin Funchess","/players/F/FuncDe00.htm","WR","Michigan","76","232","4.70","38.5","17","122","0","0"
"2015","Jalston Fowler","/players/F/FowlJa00.htm","FB","Alabama","71","254","4.94","33.5","23","114","7.56","4.40"
"2015","Jon Feliciano","/players/F/FeliJo00.htm","OG","Miami (FL)","76","323","5.33","26.5","0","97","0","4.74"
"2015","Cody Fajardo","/players/F/FajaCo00.htm","QB","Nevada","73","223","4.63","32.5","0","118","6.95","4.10"
"2015","Tayo Fabuluje","/players/F/FabuTa00.htm","OG","TCU","78","353","5.55","29.5","0","0","0","4.77"
"2015","Cameron Erving","/players/E/ErviCa00.htm","C","Florida State","77","313","5.15","30.5","30","112","7.48","4.63"
"2015","Jahwan Edwards","/players/E/EdwaJa00.htm","RB","Ball State","69","220","4.80","35.5","16","117","7.63","4.50"
"2015","Michael Dyer","/players/D/DyerMi00.htm","RB","Louisville","68","218","4.58","34.0","26","120","0","0"
"2015","Jamil Douglas","/players/D/DougJa00.htm","OG","Arizona State","76","304","5.25","29.0","28","99","7.99","4.75"
"2015","Phillip Dorsett","/players/D/DorsPh00.htm","WR","Miami (FL)","70","185","4.33","37.0","13","122","6.70","4.11"
"2015","Reese Dismukes","/players/D/DismRe00.htm","C","Auburn","75","296","5.31","27.5","23","107","8.14","4.70"
"2015","Stefon Diggs","/players/D/DiggSt00.htm","WR","Maryland","72","195","4.46","35.0","0","115","7.03","4.32"
"2015","Tyeler Davison","/players/D/DaviTy01.htm","DT","Fresno State","74","316","5.18","33.0","32","105","7.53","4.46"
"2015","Titus Davis","/players/D/DaviTi00.htm","WR","Central Michigan","73","196","4.51","32.5","0","119","7.14","4.28"
"2015","Mike Davis","/players/D/DaviMi01.htm","RB","South Carolina","69","217","4.61","34.0","17","116","7.00","4.18"
"2015","Geremy Davis","/players/D/DaviGe00.htm","WR","Connecticut","74","216","4.49","36.5","23","124","6.86","4.18"
"2015","Carl Davis","/players/D/DaviCa01.htm","DT","Iowa","77","320","5.07","33.0","0","103","7.91","4.47"
"2015","Jamison Crowder","/players/C/CrowJa00.htm","WR","Duke","68","185","4.56","37.0","10","115","7.17","4.32"
"2015","John Crockett","/players/C/CrocJo00.htm","RB","North Dakota State","72","217","4.62","40.0","15","125","7.15","4.25"
"2015","Christian Covington","/players/C/CoviCh00.htm","DT","Rice","74","289","4.90","0","0","0","0","0"
"2015","Xavier Cooper","/players/C/CoopXa00.htm","DT","Washington State","75","293","4.86","29.0","29","110","7.23","4.37"
"2015","Amari Cooper","/players/C/CoopAm00.htm","WR","Alabama","73","211","4.42","33.0","0","120","6.71","3.98"
"2015","Chris Conley","/players/C/ConlCh00.htm","WR","Georgia","74","213","4.35","45.0","18","139","7.06","4.30"
"2015","Tevin Coleman","/players/C/ColeTe01.htm","RB","Indiana","71","206","4.40","0","22","0","0","0"
"2015","David Cobb","/players/C/CobbDa00.htm","RB","Minnesota","71","229","4.59","38.5","17","121","0","0"
"2015","Sammie Coates","/players/C/CoatSa00.htm","WR","Auburn","73","212","4.43","41.0","23","131","6.98","4.06"
"2015","Kaelin Clay","/players/C/ClayKa00.htm","WR","Utah","70","195","4.51","33.0","10","113","6.97","4.26"
"2015","B.J. Catalon","/players/C/CataB.00.htm","RB","TCU","67","186","4.57","36.0","0","114","6.90","4.15"
"2015","Shane Carden","/players/C/CardSh00.htm","QB","East Carolina","74","218","4.94","29.5","0","104","7.17","4.45"
"2015","Joe Cardona","/players/C/CardJo00.htm","LS","Navy","74","242","4.91","33.0","30","0","0","0"
"2015","A.J. Cann","/players/C/CannA.00.htm","OG","South Carolina","75","313","5.47","0","26","0","0","0"
"2015","Michael Burton","/players/B/BurtMi00.htm","FB","Rutgers","71","242","4.65","33.0","25","115","7.20","4.34"
"2015","Trenton Brown","/players/B/BrowTr02.htm","OG","Florida","80","355","5.21","23.5","20","97","8.23","4.78"
"2015","Malcom Brown","/players/B/BrowMa01.htm","DT","Texas","74","319","5.05","29.5","26","98","7.84","4.59"
"2015","Dominique Brown","/players/B/BrowDo01.htm","RB","Louisville","74","234","4.63","0","17","0","0","0"
"2015","Da'Ron Brown","/players/B/BrowDa03.htm","WR","Northern Illinois","72","205","4.54","37.0","17","120","7.04","4.11"
"2015","Brandon Bridge","/players/B/BridBr00.htm","QB","South Alabama","76","229","4.72","33.0","0","110","7.18","4.37"
"2015","Anthony Boone","/players/B/BoonAn00.htm","QB","Duke","72","231","5.03","26.5","0","100","7.47","4.62"
"2015","Al Bond","/players/B/BondAl00.htm","OG","Memphis","76","303","5.57","23.5","22","90","7.90","4.65"
"2015","Angelo Blackson","/players/B/BlacAn00.htm","DT","Auburn","76","318","5.02","31.0","20","101","7.50","4.57"
"2015","Mike Bennett","/players/B/BennMi01.htm","DT","Ohio State","74","293","5.04","0","0","0","0","0"
"2015","Kenny Bell","/players/B/BellKe02.htm","WR","Nebraska","73","197","4.42","41.5","7","129","6.66","4.15"
"2015","Cameron Artis-Payne","/players/A/ArtiCa00.htm","RB","Auburn","70","212","4.53","36.5","0","118","7.13","0"
"2015","Dres Anderson","/players/A/AndeDr00.htm","WR","Utah","73","187","4.54","0","13","0","0","0"
"2015","Javorius Allen","/players/A/AlleJa01.htm","RB","Southern California","72","221","4.53","35.5","11","121","6.96","4.28"
"2015","Mario Alford","/players/A/AlfoMa00.htm","WR","West Virginia","68","180","4.43","34.0","13","121","6.64","4.07"
"2015","Jay Ajayi","/players/A/AjayJa00.htm","RB","Boise State","72","221","4.57","39.0","19","121","7.10","4.10"
"2015","Nelson Agholor","/players/A/AghoNe00.htm","WR","Southern California","72","198","4.42","0","12","0","0","0"
"2015","Ameer Abdullah","/players/A/AbduAm00.htm","RB","Nebraska","69","205","4.60","42.5","24","130","6.79","3.95"
"2015","Zach Zenner","","FB","South Dakota State","71","223","4.60","41.0","25","121","7.08","4.14"
"2015","Adam Shead","","OG","Oklahoma","76","338","5.74","0","26","0","0","0"
"2015","Ross Scheuerman","","WR","Lafayette","72","204","4.62","33.0","15","121","7.08","4.11"
"2015","Bryan Bennett","","QB","Southeastern Louisiana","74","211","4.81","37.0","0","125","7.13","4.20"
"2015","Brett Boyko","","OG","UNLV","79","301","5.60","25.0","0","103","7.91","4.75"
"2015","Malcolm Brown","","RB","Texas","71","224","4.62","34.5","19","117","6.86","4.15"
"2015","DaVaris Daniels","","WR","Notre Dame","73","201","4.62","37.0","13","122","0","0"
"2015","Devante Davis","","WR","UNLV","75","220","4.57","35.5","16","115","7.25","4.12"
"2015","B.J. Finney","","C","Kansas State","76","318","5.25","24.0","20","99","0","4.76"
"2015","Chad Hamilton","","C","Coastal Carolina","74","292","4.97","0","0","0","0","0"
"2015","Braylon Heard","","RB","Kentucky","70","198","4.63","30.5","19","116","7.19","4.40"
"2015","Gus Johnson","","RB","Stephen F. Austin","70","215","4.70","36.5","26","120","7.09","4.13"
"2015","Chris Jones","","WR","Alabama","70","182","4.63","32.5","8","119","6.91","4.19"
"2015","Dez Lewis","","WR","Central Arkansas","76","214","4.58","33.5","16","119","7.11","4.28"
"2015","Derrick Lott","","DT","Chattanooga","76","314","4.99","26.5","30","106","7.30","4.44"
"2015","Jerry Lovelocke","","QB","Prairie View A&M","76","248","4.99","31.5","0","113","7.30","4.51"
"2015","Donatella Luckett","","WR","Harding","72","211","4.40","34.0","17","118","7.51","4.50"
"2015","Josue Matias","","OG","Florida State","77","309","5.52","17.5","0","84","8.19","5.12"
"2015","Ramik Wilson","/players/W/WilsRa00.htm","ILB","Georgia","74","237","4.77","35.0","23","111","0","4.51"
"2015","Julian Wilson","/players/W/WilsJu00.htm","CB","Oklahoma","74","205","4.58","36.0","0","125","6.94","4.22"
"2015","Damien Wilson","/players/W/WilsDa02.htm","ILB","Minnesota","72","245","4.77","37.0","22","119","7.21","4.20"
"2015","P.J. Williams","/players/W/WillP.00.htm","CB","Florida State","72","194","4.57","40.0","12","132","7.08","4.28"
"2015","Maxx Williams","/players/W/WillMa04.htm","TE","Minnesota","76","249","4.78","34.5","17","117","7.30","4.37"
"2015","Daryl Williams","/players/W/WillDa06.htm","OT","Oklahoma","77","327","5.34","26.0","27","97","0","5.15"
"2015","Kevin White","/players/W/WhitKe01.htm","CB","TCU","69","183","4.63","35.5","18","121","0","0"
"2015","Jermaine Whitehead","/players/W/WhitJe01.htm","FS","Auburn","71","197","4.59","37.0","15","128","6.95","4.11"
"2015","Trae Waynes","/players/W/WaynTr00.htm","CB","Michigan State","72","186","4.31","38.0","19","122","7.06","4.39"
"2015","Tony Washington","/players/W/WashTo01.htm","OLB","Oregon","76","247","4.99","32.5","17","110","7.20","4.31"
"2015","Clive Walford","/players/W/WalfCl00.htm","TE","Miami (FL)","76","251","4.79","35.0","20","120","7.32","4.57"
"2015","Max Valles","/players/V/VallMa00.htm","OLB","Virginia","77","251","4.83","36.5","0","121","7.59","4.37"
"2015","Davis Tull","/players/T/TullDa00.htm","OLB","Chattanooga","74","246","4.57","42.5","26","132","0","0"
"2015","Eric Tomlinson","/players/T/TomlEr00.htm","TE","Texas-El Paso","78","263","4.98","30.5","19","110","7.46","4.54"
"2015","Tyrus Thompson","/players/T/ThomTy01.htm","OT","Oklahoma","77","324","5.35","29.0","29","97","0","4.92"
"2015","Shaq Thompson","/players/T/ThomSh01.htm","OLB","Washington","72","228","4.64","33.5","0","117","6.99","4.08"
"2015","Randall Telfer","/players/T/TelfRa00.htm","TE","Southern California","76","250","4.83","0","20","0","0","0"
"2015","J.R. Tavai","/players/T/TavaJ.00.htm","OLB","Southern California","74","249","4.91","30.5","20","112","0","0"
"2015","Damian Swann","/players/S/SwanDa02.htm","CB","Georgia","72","189","4.50","33.0","0","118","0","0"
"2015","Martrell Spaight","/players/S/SpaiMa00.htm","ILB","Arkansas","72","236","4.81","35.0","25","120","7.66","0"
"2015","Za'Darius Smith","/players/S/SmitZa00.htm","DE","Kentucky","76","274","4.83","29.0","23","113","7.42","4.66"
"2015","Tye Smith","/players/S/SmitTy01.htm","CB","Towson","72","195","4.60","36.5","15","124","6.97","3.96"
"2015","Preston Smith","/players/S/SmitPr00.htm","DE","Mississippi State","77","271","4.74","34.0","24","121","7.07","4.28"
"2015","Donovan Smith","/players/S/SmitDo02.htm","OT","Penn State","78","338","5.27","32.0","26","109","7.95","4.79"
"2015","D'Joun Smith","/players/S/SmitDJ00.htm","CB","Florida Atlantic","70","187","4.37","36.0","18","124","6.96","4.26"
"2015","Derron Smith","/players/S/SmitDe05.htm","FS","Fresno State","70","200","4.61","0","0","0","0","0"
"2015","Jean Sifrin","/players/S/SifrJe00.htm","TE","Massachusetts","77","245","4.84","33.0","0","114","7.50","4.60"
"2015","JaCorey Shepherd","/players/S/ShepJa00.htm","CB","Kansas","71","199","4.62","0","14","0","0","0"
"2015","Austin Shepherd","/players/S/ShepAu00.htm","OT","Alabama","76","315","5.39","29.0","17","94","8.04","4.70"
"2015","Josh Shaw","/players/S/ShawJo00.htm","CB","Southern California","72","201","4.44","37.5","26","130","7.01","4.12"
"2015","Brandon Scherff","/players/S/ScheBr00.htm","OT","Iowa","77","319","5.05","0","23","0","0","0"
"2015","Wes Saxton","/players/S/SaxtWe01.htm","TE","South Alabama","75","248","4.65","36.0","0","119","7.29","4.49"
"2015","Ty Sambrailo","/players/S/SambTy00.htm","OT","Colorado State","78","311","5.36","29.0","23","97","7.54","4.58"
"2015","Jake Ryan","/players/R/RyanJa00.htm","OLB","Michigan","74","240","4.65","34.5","20","120","7.11","4.20"
"2015","Ryan Russell","/players/R/RussRy00.htm","DE","Purdue","76","269","4.75","32.5","25","119","7.25","4.47"
"2015","Eric Rowe","/players/R/RoweEr00.htm","CB","Utah","73","205","4.45","39.0","19","125","6.70","3.97"
"2015","Spencer Roth","/players/R/RothSp00.htm","P","Baylor","76","227","5.06","0","0","0","0","0"
"2015","Quinten Rollins","/players/R/RollQu00.htm","CB","Miami (OH)","71","195","4.57","36.5","14","122","7.10","4.28"
"2015","Edmond Robinson","/players/R/RobiEd00.htm","OLB","Newberry","75","245","4.61","37.0","20","121","7.49","4.38"
"2015","Corey Robinson","/players/R/RobiCo00.htm","OT","South Carolina","79","324","5.34","0","28","0","0","0"
"2015","Cedric Reed","/players/R/ReedCe00.htm","DE","Texas","77","269","4.89","0","22","0","0","0"
"2015","Shane Ray","/players/R/RayxSh00.htm","DE","Missouri","75","245","4.68","0","21","0","0","0"
"2015","Damarious Randall","/players/R/RandDa00.htm","FS","Arizona State","71","196","4.46","38.0","14","120","6.83","4.07"
"2015","Hayes Pullard","/players/P/PullHa00.htm","ILB","Southern California","72","240","4.78","31.0","19","110","7.07","4.39"
"2015","MyCole Pruitt","/players/P/PruiMy00.htm","TE","Southern Illinois","74","251","4.58","38.0","17","118","7.25","4.37"
